,accuracy,loss,val_accuracy,val_loss
0,0.8216303586959839,0.6398466229438782,0.7702265381813049,0.8954601287841797
1,0.8103309273719788,0.6166362762451172,0.7249190807342529,1.2532856464385986
2,0.842615008354187,0.5274943709373474,0.7864077687263489,0.8382532596588135
3,0.8571428656578064,0.538111686706543,0.754045307636261,0.962618350982666
4,0.8450363278388977,0.5093825459480286,0.754045307636261,1.07857084274292
5,0.6182405352592468,1.8065084218978882,0.17152103781700134,3.0415358543395996
6,0.19693301618099213,3.047560453414917,0.16828478872776031,2.909616470336914
7,0.20581114292144775,2.801996946334839,0.4110032320022583,2.2657456398010254
8,0.3018563389778137,2.527754306793213,0.4239482283592224,2.1723625659942627
9,0.44874900579452515,2.014488697052002,0.4433656930923462,1.791184663772583
