,accuracy,loss,val_accuracy,val_loss
0,0.4624697268009186,1.9548019170761108,0.3559870421886444,2.328625440597534
1,0.5504438877105713,1.5928997993469238,0.5889967679977417,1.6946038007736206
2,0.6166263222694397,1.3443552255630493,0.6440129280090332,1.241489052772522
3,0.6610169410705566,1.1448951959609985,0.5954692363739014,1.3676409721374512
4,0.6965294480323792,1.0108991861343384,0.6537216901779175,1.4496474266052246
5,0.746569812297821,0.8198986053466797,0.6666666865348816,1.303774356842041
6,0.7667473554611206,0.7588829398155212,0.6796116232872009,1.515251874923706
7,0.7796609997749329,0.6679121255874634,0.6893203854560852,1.3072022199630737
8,0.8200161457061768,0.6024774312973022,0.783171534538269,0.9595188498497009
9,0.8458434343338013,0.5337733626365662,0.708737850189209,1.391669511795044
10,0.8595641851425171,0.4704911410808563,0.7864077687263489,0.949871301651001
11,0.8514931201934814,0.49405115842819214,0.8414239287376404,0.7500782608985901
12,0.877320408821106,0.4524328112602234,0.783171534538269,0.8670200705528259
13,0.8829701542854309,0.3922364115715027,0.8511326909065247,1.1141993999481201
14,0.8878127336502075,0.35633450746536255,0.8025889992713928,1.0086990594863892
15,0.8934624791145325,0.340497761964798,0.8511326909065247,0.904237687587738
16,0.8886198401451111,0.3702503442764282,0.8220064640045166,1.1827735900878906
17,0.9063761234283447,0.4005211591720581,0.8349514603614807,0.853891909122467
18,0.9071832299232483,0.29798081517219543,0.8511326909065247,0.986936092376709
19,0.9305891990661621,0.26023051142692566,0.8834951519966125,0.9126051664352417
20,0.9023405909538269,0.3369394540786743,0.8802589178085327,0.6986634135246277
21,0.919289767742157,0.24034611880779266,0.8511326909065247,0.7123051285743713
22,0.9128329157829285,0.2850915789604187,0.8543689250946045,0.7753251194953918
23,0.9071832299232483,0.28074216842651367,0.844660222530365,0.7041785717010498
24,0.8652138710021973,0.5100226998329163,0.8155339956283569,0.8536573648452759
25,0.9184826612472534,0.28379011154174805,0.828478991985321,0.5731237530708313
26,0.9475383162498474,0.19438274204730988,0.8349514603614807,0.5638415813446045
27,0.9200968742370605,0.26767900586128235,0.7766990065574646,0.9215660691261292
28,0.8902340531349182,0.3739587068557739,0.8349514603614807,0.8050262331962585
29,0.9418886303901672,0.20432820916175842,0.8543689250946045,0.705276370048523
30,0.9257465600967407,0.2725299596786499,0.8673139214515686,0.7360496520996094
31,0.9507667422294617,0.1772782802581787,0.8770226240158081,0.5861901640892029
32,0.9548022747039795,0.14709994196891785,0.8834951519966125,0.567172110080719
33,0.9491525292396545,0.15810969471931458,0.8673139214515686,0.6426073312759399
34,0.9539951682090759,0.16793759167194366,0.8640776872634888,0.6143219470977783
35,0.9491525292396545,0.16515052318572998,0.7896440029144287,1.1609201431274414
36,0.9362388849258423,0.2292359471321106,0.8414239287376404,0.979229748249054
37,0.9475383162498474,0.16762232780456543,0.8964401483535767,0.7734688520431519
38,0.9612590670585632,0.1269967406988144,0.8802589178085327,0.8218768239021301
39,0.9572235941886902,0.14238126575946808,0.8737863898277283,0.840015709400177
40,0.9604519605636597,0.1336839646100998,0.8640776872634888,0.6673922538757324
41,0.9257465600967407,0.22865939140319824,0.8511326909065247,0.7449946403503418
42,0.9330105185508728,0.2376096099615097,0.8576051592826843,0.7207966446876526
43,0.9507667422294617,0.15605027973651886,0.8576051592826843,0.5995184779167175
44,0.9669088125228882,0.1228426843881607,0.893203854560852,0.5228955149650574
45,0.938660204410553,0.20191660523414612,0.8381876945495605,0.9797459244728088
46,0.9677159190177917,0.10944050550460815,0.9061488509178162,0.5281577706336975
47,0.9007263779640198,0.693487286567688,0.7605177760124207,2.1406819820404053
48,0.8886198401451111,0.376443475484848,0.8640776872634888,0.9358649849891663
49,0.9330105185508728,0.23556487262248993,0.8673139214515686,0.6600009202957153
